date|base|rates.AUD|rates.BGN|rates.BRL|rates.CAD|rates.CHF|rates.CNY|rates.CZK|rates.DKK|rates.EEK|rates.EUR|rates.GBP|rates.HKD|rates.HRK|rates.HUF|rates.IDR|rates.ISK|rates.JPY|rates.KRW|rates.LTL|rates.LVL|rates.MXN|rates.MYR|rates.NOK|rates.NZD|rates.PHP|rates.PLN|rates.RON|rates.RUB|rates.SEK|rates.SGD|rates.SKK|rates.THB|rates.TRY|rates.ZAR|rates.INR|rates.ILS
2020-07-06|USD|1.437|1.7302|5.3449|1.356|0.94073|7.0087|23.61|6.5909||0.88464|0.79583|7.7501|6.6737|313.15|14420.0|139.65|107.39|1195.59|||22.582|4.2706|9.4279|1.5251|49.454|3.955|4.2818|71.302|9.2297|1.3929||31.205|6.8646|16.9652|74.92|3.4483
2020-07-13|USD|1.4316|1.7159|5.34|1.3572|0.94227|6.9999|23.381|6.5321||0.87735|0.79524|7.7527|6.6096|310.64|14557.0|140.32|107.14|1203.23|||22.428|4.2665|9.3381|1.5255|49.464|3.9302|4.2493|71.074|9.0891|1.3906||31.568|6.865|16.673|75.189|3.436
2020-07-20|USD|1.4099|1.6964|5.241|1.345|0.93191|6.9995|22.899|6.4575||0.86738|0.78747|7.7517|6.5269|303.02|14668.0|137.55|106.97|1199.68|||22.436|4.26|9.1831|1.5085|49.369|3.8413|4.1965|71.281|8.9018|1.3866||31.68|6.8506|16.5893|74.725|3.4228
2020-07-27|USD|1.3975|1.6632|5.1726|1.3395|0.91632|6.996|22.308|6.3298||0.85041|0.7705|7.7501|6.3759|294.43|14568.0|135.25|105.18|1195.2|||22.072|4.2453|9.0948|1.5031|49.124|3.7483|4.1098|72.821|8.7468|1.3765||31.42|6.942|16.651|74.811|3.4086
2020-08-03|USD|1.3951|1.6573|5.3054|1.3346|0.91314|6.9637|22.222|6.3117||0.84739|0.76438|7.7503|6.3282|292.7|14646.0|135.75|105.85|1189.8|||22.515|4.202|9.0553|1.5072|49.075|3.7343|4.0978|73.485|8.731|1.3729||31.126|7.0847|17.3985|75.019|3.4117
2020-08-10|USD|1.3976|1.6584|5.4111|1.3283|0.91283|6.9517|22.166|6.315||0.84796|0.76489|7.7501|6.3595|292.78|14774.0|136.52|106.54|1185.16|||22.316|4.1933|8.9538|1.5227|48.903|3.7315|4.1004|73.323|8.7142|1.3723||31.093|7.3176|17.5078|74.799|3.4056
2020-08-17|USD|1.3884|1.6488|5.5036|1.3195|0.90845|6.9231|22.009|6.2769||0.84303|0.76088|7.7504|6.3484|294.93|14808.0|136.65|105.76|1185.85|||22.117|4.18|8.895|1.5254|48.633|3.7038|4.0785|73.706|8.7108|1.3676||31.315|7.36|17.3023|74.869|3.4027
2020-08-24|USD|1.3825|1.6527|5.5558|1.3147|0.90857|6.8937|22.131|6.2898||0.84502|0.75847|7.7504|6.3618|299.17|14651.0|137.96|105.97|1185.47|||21.916|4.1704|8.9125|1.5149|48.526|3.7163|4.0904|74.869|8.7258|1.366||31.317|7.3553|16.8294|73.956|3.3874
2020-08-31|USD|1.3649|1.6451|5.3877|1.307|0.90849|6.8338|22.134|6.2594||0.84111|0.75007|7.7499|6.3366|300.28|14694.0|138.36|106.16|1187.59|||21.742|4.1501|8.816|1.484|48.547|3.7155|4.0747|74.43|8.6911|1.3618||31.248|7.3963|16.6968|73.219|3.3622
2020-09-07|USD|1.3762|1.6551|5.3204|1.3164|0.9136|6.8392|22.452|6.2964||0.84624|0.77092|7.7504|6.3776|303.62|14876.0|139.04|106.19|1187.78|||21.561|4.1628|9.0245|1.4988|48.625|3.7653|4.111|75.62|8.7748|1.3679||31.359|7.473|16.7869|73.597|3.4086
2020-09-14|USD|1.3687|1.65|5.2625|1.3173|0.90787|6.7789|22.557|6.2767||0.84367|0.77374|7.7504|6.3611|303.01|14827.0|135.7|105.09|1173.59|||21.033|4.132|9.032|1.4852|48.421|3.7562|4.099|75.129|8.781|1.36||31.191|7.5194|16.3919|73.568|3.4247
2020-09-21|USD|1.4026|1.6716|5.5031|1.3332|0.92051|6.8026|23.09|6.3615||0.8547|0.78257|7.7498|6.4509|310.73|14839.0|138.22|104.93|1168.32|||21.944|4.1492|9.415|1.5142|48.512|3.8568|4.1608|76.786|8.9674|1.3686||31.471|7.6417|16.9312|73.632|3.4602
2020-09-28|USD|1.4012|1.6699|5.6137|1.3349|0.92196|6.8045|23.13|6.3561||0.85383|0.77544|7.7505|6.4519|309.78|14886.0|138.49|105.49|1166.13|||22.117|4.1609|9.3963|1.5143|48.476|3.8641|4.1606|78.287|8.9826|1.3674||31.613|7.7716|16.8042|73.506|3.4435
2020-10-05|USD|1.3953|1.6604|5.5863|1.3246|0.91553|6.7767|22.989|6.3176||0.84897|0.77338|7.7498|6.4267|304.08|14732.0|138.14|105.82|1154.75|||21.378|4.1504|9.2441|1.5107|48.419|3.8078|4.1382|77.816|8.885|1.3583||31.2|7.8537|16.5223|73.232|3.4001
2020-10-12|USD|1.3993|1.6638|5.582|1.3156|0.91246|6.7283|23.218|6.3318||0.8507|0.7708|7.7501|6.447|307.86|14749.0|138.83|105.36|1146.45|||21.306|4.1484|9.244|1.5074|48.667|3.8419|4.1471|77.499|8.8199|1.3584||31.18|7.9196|16.5436|73.33|3.3853
2020-10-19|USD|1.4094|1.654|5.5963|1.3155|0.90664|6.6757|23.038|6.2932||0.84567|0.76722|7.7499|6.4096|308.41|14698.0|138.94|105.04|1135.04|||21.062|4.1477|9.2513|1.5066|48.534|3.8711|4.1229|77.184|8.7676|1.3569||31.255|7.9099|16.3736|73.581|3.381
2020-10-26|USD|1.4123|1.6637|5.7146|1.3263|0.9106|6.7067|23.252|6.3317||0.85063|0.77029|7.7514|6.444|311.84|14706.0|140.32|104.58|1132.16|||21.156|4.1589|9.3568|1.5006|48.382|3.9178|4.1469|78.037|8.8146|1.3631||31.236|8.2396|16.2907|74.124|3.3966
2020-11-02|USD|1.3946|1.6631|5.653|1.314|0.90961|6.6496|22.833|6.3324||0.85034|0.76689|7.7525|6.4274|307.71|14413.0|139.2|104.13|1128.38|||20.974|4.1514|9.3285|1.4912|48.32|3.8685|4.1384|78.784|8.7849|1.3567||30.912|8.481|15.9621|74.277|3.3969
2020-11-09|USD|1.3748|1.6556|5.3837|1.3056|0.91425|6.6147|22.396|6.3029||0.84653|0.75813|7.7537|6.4054|301.57|14131.0|137.53|105.18|1113.65|||20.404|4.1222|9.0794|1.461|48.327|3.7976|4.1205|76.754|8.6359|1.3478||30.301|7.9369|15.5441|74.342|3.3736
2020-11-16|USD|1.3696|1.6498|5.3647|1.3081|0.91194|6.5711|22.262|6.2837||0.84353|0.75504|7.753|6.3826|303.72|14149.0|136.13|104.17|1110.1|||20.264|4.1005|9.0362|1.4482|48.248|3.774|4.1104|76.229|8.6255|1.3441||30.277|7.6799|15.4123|74.281|3.3509
2020-11-23|USD|1.3609|1.6441|5.3616|1.3026|0.9098|6.5769|22.04|6.2567||0.84062|0.74916|7.7509|6.3542|303.67|14167.0|135.04|104.24|1108.61|||20.05|4.0804|8.9189|1.4312|48.156|3.7615|4.0968|75.925|8.5547|1.3407||30.33|7.8867|15.2977|73.983|3.3285
2020-11-30|USD|1.3535|1.6211|5.2358|1.2927|0.89755|6.5583|21.844|6.1692||0.82884|0.74724|7.7513|6.2571|296.79|14172.0|128.93|104.23|1098.96|||19.9909|4.0723|8.824|1.4191|48.073|3.7097|4.0383|75.284|8.4928|1.3375||30.22|7.8161|15.3053|73.809|3.288
2020-12-07|USD|1.3391|1.6138|5.1007|1.2783|0.88935|6.539|21.744|6.1416||0.82515|0.75212|7.7509|6.2237|294.79|14125.0|126.78|104.19|1087.47|||19.8993|4.0637|8.7852|1.4169|48.143|3.6671|4.0191|73.488|8.4508|1.3369||30.099|7.8492|15.0565|73.727|3.2547
2020-12-14|USD|1.3188|1.6032|5.0845|1.2736|0.88532|6.5388|21.513|6.0998||0.81974|0.74158|7.7523|6.1738|291.34|14150.0|127.35|103.46|1094.11|||19.9434|4.0471|8.6555|1.4056|48.051|3.6455|3.9916|73.309|8.3336|1.3298||29.966|7.7885|14.8117|73.58|3.2503
2020-12-21|USD|1.3235|1.604|5.1763|1.287|0.88854|6.5409|21.58|6.1013||0.82014|0.7448|7.7527|6.1858|296.79|14235.0|128.04|103.53|1106.45|||20.122|4.059|8.6894|1.4143|48.125|3.6962|3.9921|75.076|8.2923|1.3336||30.144|7.6286|14.6711|73.813|3.2314
2020-12-28|USD|1.3078|1.5955|5.1898|1.2792|0.88465|6.5332|21.424|6.0684||0.81579|0.73723|7.7527|6.1564|297.1|14101.0|127.39|103.37|1091.74|||19.8858|4.0395|8.5941|1.3947|48.081|3.6991|3.9742|74.156|8.2155|1.3253||30.019|7.401|14.6421|73.275|3.2124
2021-01-04|USD|1.2905|1.5919|5.2872|1.2706|0.8806|6.4631|21.297|6.0544||0.81393|0.73489|7.7533|6.155|292.5|13970.0|126.86|103.26|1088.61|||19.8551|4.0203|8.4529|1.3805|48.082|3.6826|3.9651|74.044|8.1915|1.3203||29.974|7.3573|15.036|73.205|3.1907
2021-01-11|USD|1.2938|1.6101|5.3612|1.2734|0.88968|6.4708|21.562|6.1239||0.82325|0.73533|7.7548|6.2342|296.39|14113.0|128.81|104.04|1098.43|||19.9284|4.0455|8.5137|1.3923|48.053|3.7301|4.0111|73.887|8.3211|1.3281||30.074|7.4389|15.3198|73.228|3.1772
2021-01-18|USD|1.2953|1.6133|5.312|1.2709|0.88823|6.4775|21.565|6.1365||0.82488|0.73316|7.7521|6.2382|295.52|14071.0|129.47|103.74|1103.32|||19.7336|4.0439|8.5182|1.3983|48.043|3.7405|4.0205|74.049|8.3398|1.3276||30.021|7.4349|15.0293|73.092|3.2568
2021-01-25|USD|1.3015|1.6128|5.4365|1.2772|0.88893|6.4638|21.493|6.1336||0.82461|0.7304|7.7525|6.2372|296.12|14088.0|129.15|104.08|1109.29|||20.176|4.0454|8.5848|1.3913|48.08|3.7465|4.02|75.691|8.3275|1.3284||29.98|7.368|15.1857|72.961|3.2754
2021-02-01|USD|1.313|1.6264|5.3964|1.2802|0.89929|6.4632|21.538|6.1846||0.8316|0.73123|7.7522|6.2965|296.01|14037.0|129.65|105.19|1118.17|||20.245|4.0533|8.6044|1.3933|48.037|3.7408|4.0535|75.518|8.4343|1.3341||30.036|7.1503|14.9814|72.956|3.2959
2021-02-08|USD|1.295|1.6161|5.3936|1.2721|0.89357|6.4518|21.292|6.1453||0.82631|0.7252|7.7524|6.2518|295.95|13991.0|128.18|104.92|1109.54|||20.073|4.0486|8.4786|1.3865|48.055|3.7081|4.0282|73.988|8.3406|1.3281||29.927|7.056|14.7389|72.814|3.2595
2021-02-15|USD|1.284|1.6149|5.3835|1.2655|0.89324|6.4591|21.308|6.1404||0.8257|0.71764|7.7528|6.2537|296.08|14018.0|128.54|105.57|1104.68|||20.172|4.0371|8.4268|1.3825|48.325|3.708|4.0256|73.644|8.2887|1.3252||29.959|6.967|14.5783|72.653|3.2538
2021-02-22|USD|1.2677|1.6092|5.4608|1.2588|0.90382|6.4604|21.416|6.1185||0.82277|0.71142|7.7541|6.2369|296.13|14169.0|126.97|105.85|1114.85|||20.698|4.0435|8.477|1.36|48.673|3.7113|4.0113|74.28|8.2937|1.3227||30.121|7.1902|14.7635|72.783|3.2776
2021-03-01|USD|1.2889|1.6271|5.6557|1.2663|0.9203|6.4732|21.777|6.1864||0.83195|0.71865|7.7588|6.3065|303.02|14311.0|127.24|107.25|1124.03|||20.846|4.0592|8.5409|1.3829|48.542|3.7804|4.0584|73.952|8.4516|1.3333||30.339|7.3795|15.0827|73.12|3.3046
2021-03-08|USD|1.2954|1.642|5.7098|1.2609|0.92998|6.5084|22.036|6.2434||0.83956|0.71965|7.763|6.369|307.88|14394.0|128.24|108.72|1136.87|||21.126|4.1154|8.4831|1.3945|48.535|3.849|4.1017|73.957|8.5157|1.3451||30.732|7.5869|15.1965|72.924|3.3233
2021-03-15|USD|1.2921|1.642|5.589|1.2475|0.92855|6.5046|21.97|6.2431||0.83956|0.7197|7.7659|6.3611|308.76|14421.0|127.53|109.09|1130.7|||20.593|4.1135|8.5015|1.3928|48.633|3.8693|4.1021|73.52|8.5283|1.3451||30.793|7.4344|14.8235|72.58|3.2975
2021-03-22|USD|1.3075|1.6513|5.586|1.2562|0.93364|6.5242|22.086|6.2783||0.84431|0.72653|7.7677|6.3951|308.46|14417.0|126.51|108.99|1131.11|||20.714|4.1318|8.5723|1.4237|48.557|3.9071|4.1266|75.802|8.5929|1.3446||31.019|7.9463|14.8669|72.526|3.3059
2021-03-29|USD|1.3135|1.6647|5.7283|1.26|0.94263|6.5643|22.221|6.3299||0.85114|0.72539|7.7751|6.4438|308.69|14508.0|126.89|110.35|1131.67|||20.557|4.1461|8.5478|1.4294|48.537|3.95|4.1821|75.862|8.7202|1.3457||31.244|8.2381|14.8498|73.155|3.3347
2021-04-05|USD|1.3103|1.6485|5.6109|1.2584|0.93021|6.5499|21.871|6.2688||0.84289|0.72567|7.7801|6.386|302.72|14550.0|127.02|109.78|1118.38|||20.195|4.134|8.4965|1.421|48.648|3.8473|4.1461|77.149|8.6136|1.3405||31.414|8.1593|14.5394|74.275|3.2942
2021-04-12|USD|1.3017|1.6375|5.6747|1.2543|0.92247|6.5346|21.742|6.2266||0.83724|0.72619|7.7711|6.3355|300.49|14607.0|127.14|109.05|1118.66|||20.072|4.1296|8.439|1.4086|48.517|3.8097|4.1222|76.608|8.5042|1.3378||31.38|8.1133|14.4426|75.0|3.288
2021-04-19|USD|1.2908|1.6243|5.5338|1.2523|0.91562|6.4968|21.494|6.1759||0.8305|0.71864|7.7628|6.2885|300.75|14530.0|125.64|108.1|1116.39|||19.8854|4.1164|8.322|1.3919|48.371|3.7829|4.0913|76.032|8.4118|1.3289||31.32|8.1938|14.2771|75.093|3.2569
2021-04-26|USD|1.2862|1.6176|5.406|1.2357|0.9125|6.4778|21.398|6.15||0.82706|0.71893|7.7623|6.2503|299.07|14466.0|123.7|108.63|1111.84|||19.9661|4.0994|8.2525|1.3829|48.371|3.7774|4.0739|74.758|8.3795|1.3263||31.305|8.2336|14.3182|74.394|3.2451
2021-05-03|USD|1.2919|1.6247|5.3992|1.2265|0.9117|6.4728|21.427|6.1772||0.8307|0.72005|7.7677|6.2608|298.41|14378.0|124.94|109.29|1123.08|||20.219|4.1157|8.3206|1.3923|48.035|3.7963|4.0928|74.788|8.4503|1.3343||31.185|8.3216|14.3769|73.783|3.2582
2021-05-10|USD|1.2821|1.6121|5.2569|1.2113|0.90331|6.4336|21.06|6.1294||0.82427|0.70912|7.7669|6.2075|294.37|14239.0|124.28|108.98|1123.22|||19.9341|4.1204|8.2746|1.3815|47.835|3.7467|4.0606|74.06|8.3483|1.329||31.219|8.3623|14.0425|73.393|3.2766
2021-05-17|USD|1.2881|1.6039|5.284|1.2075|0.89987|6.4339|20.886|6.0982||0.82008|0.70644|7.7647|6.1615|287.67|14352.0|122.77|109.0|1130.58|||19.8688|4.1363|8.2835|1.3872|47.884|3.7052|4.0406|73.692|8.3251|1.3321||31.416|8.3766|14.0375|73.077|3.2678
2021-05-24|USD|1.292|1.6019|5.3043|1.2078|0.89803|6.3957|20.839|6.0908||0.81907|0.70627|7.7628|6.1535|285.58|14323.0|121.35|109.21|1119.75|||19.9132|4.141|8.3476|1.3791|48.046|3.6753|4.0305|73.569|8.3063|1.3257||31.31|8.4579|13.8436|72.717|3.2496
2021-05-31|USD|1.2956|1.6054|5.1568|1.2071|0.9006|6.3885|20.895|6.1041||0.82082|0.70602|7.7592|6.1601|284.41|14282.0|120.59|109.78|1112.07|||19.9844|4.1253|8.3354|1.3844|47.762|3.6673|4.0392|73.356|8.2945|1.3242||31.18|8.5917|13.694|72.905|3.2495
2021-06-07|USD|1.291|1.6073|5.0468|1.2087|0.8967|6.3932|20.857|6.1115||0.82183|0.70674|7.7589|6.1621|284.9|14242.0|120.73|109.44|1114.35|||19.7148|4.1188|8.2746|1.389|47.711|3.6725|4.0454|72.263|8.2719|1.3237||31.154|8.5383|13.5551|72.962|3.2451
2021-06-14|USD|1.3086|1.625|5.0543|1.2247|0.90645|6.4154|21.166|6.1785||0.83084|0.71318|7.763|6.2262|293.22|14330.0|122.07|110.11|1124.39|||20.155|4.1255|8.4364|1.4123|48.173|3.7624|4.0906|72.183|8.43|1.3324||31.256|8.56|13.9057|73.596|3.2515
2021-06-21|USD|1.3231|1.6402|4.9774|1.2332|0.9189|6.4686|21.372|6.2363||0.83864|0.71872|7.7646|6.2891|295.37|14446.0|123.0|110.58|1133.06|||20.269|4.1574|8.5491|1.4223|48.657|3.795|4.1306|72.685|8.5081|1.3441||31.757|8.7035|14.2177|74.203|3.2564
2021-06-28|USD|1.3317|1.6466|4.9741|1.2374|0.92347|6.4643|21.481|6.2606||0.84189|0.72319|7.7649|6.3077|296.14|14539.0|123.78|111.0|1131.5|||19.8956|4.1542|8.5849|1.4296|48.951|3.8035|4.1485|72.916|8.5403|1.3459||32.077|8.7058|14.3292|74.423|3.2634
2021-07-05|USD|1.3326|1.651|5.1733|1.2447|0.91989|6.4725|21.707|6.2775||0.84417|0.72346|7.7682|6.322|299.54|14510.0|123.77|110.38|1139.17|||19.9105|4.1692|8.6763|1.4249|49.795|3.8189|4.1592|74.101|8.5852|1.3482||32.333|8.672|14.2676|74.565|3.2712
2021-07-12|USD|1.3418|1.6541|5.1515|1.2515|0.91729|6.4664|21.675|6.2903||0.84574|0.7218|7.7668|6.3376|302.66|14492.0|123.66|110.17|1145.47|||19.9137|4.1991|8.7511|1.4301|50.251|3.8664|4.1681|74.213|8.6373|1.3535||32.673|8.5786|14.5306|74.552|3.2778
2021-07-19|USD|1.3612|1.6615|5.2029|1.2667|0.92082|6.4774|21.787|6.319||0.84955|0.73048|7.7715|6.3924|305.18|14531.0|125.43|110.02|1151.35|||20.102|4.2264|8.924|1.4407|50.515|3.894|4.1837|74.199|8.6971|1.3639||32.867|8.5661|14.6161|74.624|3.2857
2021-07-26|USD|1.3574|1.6527|5.1529|1.252|0.91254|6.4809|21.623|6.2848||0.84502|0.72044|7.7772|6.3455|303.55|14479.0|125.03|109.99|1151.47|||19.9637|4.2315|8.8207|1.4338|50.289|3.8732|4.1584|73.458|8.6058|1.3573||32.895|8.5153|14.7266|74.37|3.2502
2021-08-02|USD|1.3524|1.6494|5.1867|1.2506|0.90538|6.4631|21.46|6.2719||0.84331|0.71846|7.7762|6.3243|298.79|14333.0|124.27|109.39|1145.25|||19.8752|4.2207|8.805|1.4214|50.0|3.8388|4.1468|72.972|8.5949|1.3506||33.128|8.4569|14.3771|74.195|3.2142
2021-08-09|USD|1.361|1.6658|5.2329|1.2532|0.92105|6.4805|21.626|6.3343||0.85172|0.72199|7.782|6.3863|301.14|14378.0|126.05|110.37|1156.32|||19.994|4.2335|8.8854|1.426|50.452|3.8987|4.1856|73.597|8.696|1.3574||33.317|8.6051|14.7576|74.295|3.2199
2021-08-16|USD|1.3826|1.6679|5.3455|1.269|0.91472|6.4851|21.725|6.3421||0.85281|0.7277|7.7894|6.3931|299.41|14418.0|126.76|109.53|1174.13|||20.049|4.2378|8.9323|1.4485|50.505|3.8994|4.2007|73.819|8.737|1.3602||33.352|8.4856|14.9903|74.305|3.2349
2021-08-23|USD|1.3816|1.6654|5.2863|1.2655|0.91587|6.4807|21.745|6.3323||0.8515|0.72927|7.7888|6.3793|297.79|14420.0|127.15|110.01|1168.4|||20.324|4.207|8.8543|1.4418|50.008|3.9006|4.1982|73.97|8.7137|1.3547||32.881|8.4133|15.0152|74.089|3.2274
2021-08-30|USD|1.359|1.6527|5.1802|1.2585|0.91524|6.4609|21.514|6.2837||0.84502|0.72544|7.7784|6.3329|294.3|14278.0|126.69|109.99|1159.55|||20.038|4.1545|8.6751|1.4152|49.849|3.8231|4.1724|73.078|8.6031|1.3445||32.393|8.3103|14.4594|73.086|3.2085
2021-09-06|USD|1.3514|1.651|5.2133|1.2615|0.91719|6.4542|21.426|6.2773||0.84417|0.72348|7.7756|6.3172|294.87|14238.0|127.33|109.96|1163.91|||19.9046|4.1491|8.6619|1.4028|50.016|3.821|4.1763|73.02|8.5872|1.3429||32.62|8.3852|14.212|73.426|3.2032
2021-09-13|USD|1.3648|1.6586|5.2405|1.2663|0.923|6.4483|21.477|6.3061||0.84803|0.723|7.782|6.3518|296.84|14247.0|128.29|109.75|1172.63|||19.8855|4.1609|8.6084|1.4089|49.858|3.8692|4.1961|72.702|8.6115|1.3434||33.008|8.4815|14.3591|73.567|3.2079
2021-09-20|USD|1.3795|1.6685|5.3017|1.2761|0.92493|6.4659|21.664|6.3437||0.8531|0.73155|7.7863|6.3959|303.19|14258.0|129.5|109.78|1181.93|||20.107|4.1881|8.6551|1.4231|50.355|3.9363|4.2229|73.059|8.6755|1.3517||33.383|8.713|14.8065|73.742|3.2056
2021-09-27|USD|1.3818|1.68|5.3938|1.2683|0.93008|6.4596|21.855|6.3874||0.85896|0.73788|7.7846|6.4402|308.44|14289.0|129.03|111.4|1183.91|||20.331|4.1842|8.6748|1.4418|50.941|3.9583|4.2501|72.754|8.7394|1.3572||33.755|8.8626|15.0621|74.128|3.2138
2021-10-04|USD|1.3726|1.6887|5.4617|1.2588|0.92696|6.4471|21.912|6.4232||0.86341|0.73491|7.7857|6.4825|309.2|14230.0|128.63|111.35|1189.12|||20.573|4.1798|8.5719|1.4406|50.681|3.9587|4.2716|72.336|8.7544|1.3575||33.807|8.8764|14.9516|74.685|3.231
2021-10-11|USD|1.3544|1.6891|5.5044|1.2422|0.92564|6.4426|21.925|6.426||0.86363|0.73152|7.7799|6.4897|310.82|14151.0|129.41|113.54|1190.38|||20.672|4.1615|8.4911|1.4314|50.761|3.9524|4.274|71.638|8.703|1.3517||33.399|9.0826|14.8514|75.309|3.2269
2021-10-18|USD|1.3392|1.6817|5.5973|1.2351|0.92046|6.4004|21.968|6.3976||0.85985|0.72549|7.776|6.4601|311.35|14129.0|128.98|114.13|1178.7|||20.299|4.1624|8.3673|1.4002|50.793|3.9445|4.2543|70.963|8.6108|1.3464||33.38|9.3819|14.6065|75.004|3.2135
2021-10-25|USD|1.331|1.6839|5.5967|1.2368|0.91752|6.3915|22.131|6.4049||0.86096|0.72656|7.7765|6.4756|313.13|14188.0|128.97|113.76|1169.6|||20.266|4.1488|8.3729|1.3951|50.634|3.9743|4.2603|70.116|8.5858|1.3471||33.198|9.5562|14.9773|74.989|3.1851
2021-11-01|USD|1.3435|1.6906|5.6361|1.2413|0.91339|6.3987|22.041|6.4298||0.86438|0.73515|7.7837|6.5038|310.84|14318.0|129.93|113.9|1181.26|||20.666|4.1535|8.4945|1.4012|50.523|3.981|4.2782|71.501|8.5629|1.3501||33.311|9.6368|15.3195|74.544|3.127
2021-11-08|USD|1.3598|1.6972|5.4801|1.2498|0.91748|6.3908|21.893|6.454||0.86775|0.74184|7.7907|6.5218|314.8|14240.0|130.51|113.54|1179.42|||20.456|4.1585|8.5968|1.4099|50.022|4.0043|4.2941|71.303|8.6421|1.3503||32.839|9.8323|15.1453|74.28|3.1076
2021-11-15|USD|1.3695|1.7233|5.4956|1.2571|0.92634|6.3843|22.258|6.5527||0.88113|0.74348|7.7899|6.6195|322.24|14234.0|131.68|114.16|1183.84|||20.689|4.1742|8.7573|1.4226|50.339|4.1039|4.3612|72.905|8.8498|1.3563||32.699|10.5742|15.4484|74.297|3.0864
2021-11-22|USD|1.3881|1.7383|5.5991|1.2698|0.93067|6.3878|22.657|6.6096||0.88881|0.74831|7.7958|6.6851|327.86|14300.0|130.98|114.72|1190.43|||21.307|4.2129|8.9584|1.4492|50.523|4.1718|4.3992|74.953|9.0459|1.3668||33.291|12.0065|15.9095|74.536|3.1348
2021-11-29|USD|1.4051|1.7282|5.621|1.2779|0.92074|6.3744|22.528|6.571||0.88363|0.75098|7.7951|6.6503|322.41|14377.0|129.75|113.21|1182.85|||21.462|4.2242|9.0654|1.4675|50.443|4.0958|4.3732|74.013|9.0813|1.3671||33.769|13.3117|15.9574|75.046|3.1578
2021-12-06|USD|1.4057|1.7331|5.6089|1.2704|0.92388|6.3679|22.536|6.5895||0.88613|0.75633|7.798|6.6686|324.3|14383.0|130.65|113.53|1178.62|||21.075|4.2245|9.0153|1.4759|50.378|4.0761|4.385|73.824|9.0883|1.3663||33.654|13.7742|15.9258|75.507|3.1273
2021-12-13|USD|1.3971|1.7303|5.6674|1.2808|0.92197|6.3672|22.391|6.579||0.88472|0.75294|7.801|6.6535|325.54|14339.0|130.09|113.7|1184.01|||20.972|4.2231|9.0169|1.4759|50.162|4.0946|4.379|73.626|9.0756|1.3662||33.366|15.1324|15.9832|76.051|3.1209
2021-12-20|USD|1.3937|1.7309|5.6934|1.2881|0.92167|6.3716|22.27|6.5813||0.88503|0.75051|7.8003|6.6527|326.38|14263.0|129.99|114.05|1189.75|||20.727|4.209|8.9242|1.4758|50.029|4.0977|4.3806|73.821|9.1259|1.3625||33.597|13.2261|15.7634|75.449|3.1605
2021-12-27|USD|1.3804|1.7276|5.6319|1.2786|0.916|6.3672|22.056|6.5687||0.88331|0.74313|7.7994|6.6384|326.62|14236.0|130.27|114.96|1187.84|||20.557|4.1776|8.8262|1.4665|50.759|4.0647|4.3721|74.278|9.0685|1.3533||33.446|12.4135|15.7935|74.605|3.1133
2022-01-03|USD|1.3888|1.7288|5.6682|1.2733|0.91771|6.372|21.764|6.575||0.88394|0.73954|7.7979|6.6468|320.6|14345.0|129.94|115.74|1199.32|||20.492|4.1948|8.8475|1.4747|51.222|4.0368|4.3721|75.488|9.0942|1.3564||33.393|13.5652|15.818|74.428|3.1012
2022-01-10|USD|1.3849|1.7176|5.5887|1.2567|0.91885|6.3652|21.453|6.5341||0.87819|0.73288|7.7923|6.6068|313.19|14308.0|128.95|114.82|1191.24|||20.372|4.1864|8.7624|1.4704|51.199|3.9853|4.3421|75.384|9.0246|1.3505||33.369|13.7185|15.4942|73.988|3.1158
2022-01-17|USD|1.3871|1.7217|5.492|1.2505|0.91479|6.3468|21.446|6.5513||0.88028|0.7347|7.7897|6.6245|313.9|14340.0|128.35|114.36|1190.73|||20.391|4.1871|8.7805|1.4764|51.397|3.984|4.3529|76.47|9.1111|1.3474||33.018|13.4812|15.3059|74.428|3.1302
2022-01-24|USD|1.4097|1.7417|5.4384|1.2662|0.92306|6.342|21.806|6.6284||0.89055|0.74365|7.7884|6.7058|319.79|14368.0|129.38|114.6|1201.73|||20.671|4.1917|8.9643|1.5065|51.269|4.0704|4.4043|78.44|9.3422|1.3489||33.161|13.5469|15.3351|74.886|3.1876
2022-01-31|USD|1.4079|1.7311|5.3098|1.2707|0.92317|6.3609|21.508|6.5858||0.88511|0.73968|7.7938|6.6631|314.2|14364.0|126.64|114.83|1202.76|||20.597|4.1838|8.8331|1.5103|51.098|4.035|4.3783|76.536|9.232|1.3488||33.16|13.4729|15.3579|74.765|3.1822
2022-02-07|USD|1.3978|1.7113|5.2477|1.2698|0.92397|6.3608|21.266|6.5119||0.87497|0.73761|7.7946|6.5847|309.2|14353.0|124.53|115.49|1196.35|||20.524|4.1857|8.8096|1.5004|51.336|3.9549|4.3271|75.028|9.1661|1.3434||32.787|13.5656|15.3027|74.923|3.2176
2022-02-14|USD|1.3953|1.723|5.1737|1.2712|0.92309|6.3414|21.501|6.5549||0.88098|0.73711|7.8016|6.6349|313.72|14308.0|124.68|115.36|1196.45|||20.347|4.1873|8.9044|1.5014|51.329|3.9761|4.3554|75.747|9.3205|1.345||32.291|13.614|15.0818|75.104|3.2102
