date|base|rates.AUD|rates.BGN|rates.BRL|rates.CAD|rates.CHF|rates.CNY|rates.CZK|rates.DKK|rates.EEK|rates.EUR|rates.GBP|rates.HKD|rates.HRK|rates.HUF|rates.IDR|rates.ISK|rates.JPY|rates.KRW|rates.LTL|rates.LVL|rates.MXN|rates.MYR|rates.NOK|rates.NZD|rates.PHP|rates.PLN|rates.RON|rates.RUB|rates.SEK|rates.SGD|rates.SKK|rates.THB|rates.TRY|rates.ZAR|rates.INR|rates.ILS
2007-12-31|USD|1.1348|1.3284|1.7591|0.99015|1.1174|7.2794|17.8109|5.0622|10.6273|0.67921|0.50511|7.8047|4.9857|172.19|9410.0|62.059|109.89|937.46|2.3452|0.47454|10.8999|3.2941|5.3829|1.2918|41.071|2.4475|2.4375|24.439|6.3866|1.435|22.724|29.874|1.1667|6.8291||
2008-01-07|USD|1.1329|1.3294|1.7618|1.0066|1.1119|7.266|17.6747|5.0626|10.6353|0.67972|0.509|7.8034|4.9951|172.92|9441.0|62.65|109.4|938.53|2.3469|0.47461|10.9254|3.269|5.3435|1.292|40.74|2.4431|2.474|24.448|6.383|1.4324|22.667|29.614|1.161|6.866||
2008-01-14|USD|1.1257|1.3226|1.7566|1.02|1.0943|7.2431|17.5906|5.0368|10.5806|0.67622|0.50916|7.8013|4.965|172.26|9437.0|64.586|107.2|940.31|2.3349|0.47236|10.9331|3.2649|5.3487|1.2868|40.641|2.431|2.5014|24.37|6.3636|1.4313|22.651|30.029|1.168|6.8939||
2008-01-21|USD|1.1507|1.3411|1.8111|1.0228|1.0967|7.2291|17.8929|5.1094|10.7286|0.68568|0.51048|7.8089|5.004|177.23|9407.0|66.264|106.44|950.42|2.3675|0.47861|10.9396|3.2765|5.512|1.3156|41.105|2.492|2.5881|24.662|6.5046|1.4362|23.142|31.131|1.2057|7.1483||
2008-01-28|USD|1.1227|1.3198|1.7711|0.99899|1.0864|7.191|17.5079|5.0292|10.5585|0.67481|0.50295|7.8017|4.8863|174.3|9283.0|64.647|106.69|945.6|2.33|0.47075|10.8465|3.237|5.4319|1.2794|40.551|2.4384|2.5101|24.452|6.383|1.4187|22.686|31.331|1.1774|7.2941||
2008-02-04|USD|1.1133|1.3356|1.7567|1.0034|1.098|7.1861|17.5273|5.0893|10.6846|0.68287|0.5104|7.801|4.9585|178.53|9229.0|66.129|106.85|942.33|2.3578|0.47583|10.8085|3.2316|5.4887|1.2697|40.546|2.456|2.4966|24.639|6.4325|1.4163|22.85|31.201|1.187|7.6215||
2008-02-11|USD|1.1063|1.3402|1.7507|0.99801|1.1|7.1883|17.4474|5.1082|10.722|0.68526|0.51036|7.7992|4.9807|180.26|9237.0|67.436|107.51|945.49|2.3661|0.47731|10.753|3.2355|5.4669|1.2669|40.822|2.4661|2.4967|24.641|6.4179|1.4162|22.662|32.004|1.2078|7.7192||
2008-02-18|USD|1.089|1.3283|1.7255|1.0104|1.0958|7.1491|17.1115|5.063|10.6266|0.67916|0.51178|7.7996|4.947|179.44|9171.0|66.959|107.76|946.45|2.345|0.47308|10.7651|3.2211|5.3523|1.2513|40.625|2.4271|2.4794|24.54|6.3235|1.4108|22.412|31.525|1.2017|7.7312||
2008-02-25|USD|1.071|1.3034|1.685|0.98667|1.0702|7.135|16.7198|4.9677|10.4276|0.66644|0.50536|7.789|4.85|173.86|9088.0|65.898|106.46|942.63|2.3011|0.46431|10.7318|3.2057|5.2516|1.2326|40.37|2.3557|2.4457|24.213|6.2266|1.3998|21.822|30.311|1.1915|7.6043||
2008-03-03|USD|1.0717|1.281|1.6778|0.98553|1.0338|7.1072|16.4167|4.8799|10.248|0.65496|0.50152|7.7858|4.765|172.75|9081.0|66.623|103.12|950.46|2.2615|0.45647|10.7346|3.18|5.159|1.2504|40.664|2.3194|2.4392|23.954|6.1355|1.3885|21.297|31.595|1.2229|7.857||
2008-03-10|USD|1.0733|1.2645|1.687|0.9905|1.0186|7.0971|16.2132|4.8211|10.1161|0.64654|0.4946|7.7866|4.6977|168.15|9195.0|69.141|101.79|976.21|2.2324|0.45065|10.7853|3.181|5.1132|1.2417|41.25|2.2895|2.3937|23.762|6.0843|1.385|20.903|31.492|1.2298|7.8872||
2008-03-17|USD|1.0854|1.2486|1.713|1.0026|0.9963|7.0698|16.1549|4.7622|9.9889|0.63841|0.49981|7.7732|4.6335|164.89|9221.0|77.72|98.36|1014.96|2.2043|0.44481|10.7286|3.1791|5.1531|1.243|41.45|2.2574|2.3842|23.601|6.0272|1.3818|20.778|31.27|1.2456|8.0804||
2008-03-24|USD|1.0871|1.2445|1.7344|1.0179|0.99962|7.0248|16.1763|4.7462|9.9565|0.63633|0.49997|7.7815|4.6217|163.41|9195.0|76.297|99.78|987.61|2.1971|0.44347|10.6923|3.1993|5.1222|1.2424|41.637|2.2449|2.3658|23.557|5.9793|1.3805|20.755|31.443|1.2678|8.0552||
2008-03-31|USD|1.096|1.2481|1.7343|1.0177|1.0084|7.0149|16.0255|4.7592|9.9851|0.63816|0.5031|7.7888|4.6419|164.6|9221.0|75.29|101.46|981.44|2.2034|0.44523|10.5981|3.195|5.1294|1.2722|41.474|2.2315|2.3735|23.591|5.9823|1.3819|20.72|31.563|1.2974|7.9364||
2008-04-07|USD|1.0775|1.2407|1.6969|1.0155|1.0062|7.0005|15.8913|4.7322|9.9255|0.63436|0.50587|7.7898|4.6097|160.8|9195.0|72.678|101.78|976.45|2.1903|0.44196|10.5547|3.1718|5.0412|1.2568|41.584|2.188|2.324|23.514|5.949|1.3714|20.544|31.651|1.2963|7.8389||
2008-04-14|USD|1.0743|1.2336|1.673|1.0131|1.0044|6.9923|15.7301|4.7051|9.8686|0.63072|0.50482|7.7933|4.5786|159.62|9190.0|74.488|101.85|991.01|2.1777|0.43968|10.4731|3.1546|4.9972|1.269|41.818|2.1549|2.278|23.436|5.9297|1.3549|20.418|31.511|1.3221|7.8814||
2008-04-21|USD|1.0603|1.2357|1.6643|1.0113|1.0176|6.9957|15.8722|4.7149|9.886|0.63183|0.50395|7.7946|4.5888|159.35|9205.0|74.19|103.53|995.44|2.1816|0.4409|10.4825|3.1421|5.0263|1.262|41.895|2.1603|2.263|23.457|5.9012|1.3554|20.466|31.544|1.3016|7.7001||
2008-04-28|USD|1.0699|1.2578|1.6791|1.0136|1.0406|6.9905|16.2197|4.7989|10.0628|0.64313|0.50531|7.793|4.6714|162.47|9221.0|74.256|104.48|1003.62|2.2206|0.44908|10.489|3.1585|5.1202|1.2825|42.216|2.2176|2.3517|23.694|6.0168|1.3616|20.734|31.7|1.2792|7.5873||
2008-05-05|USD|1.0613|1.2663|1.6752|1.0106|1.0511|6.9916|16.2978|4.8314|10.1305|0.64746|0.5103|7.795|4.6994|163.44|9233.0|77.54|104.44|1028.73|2.2355|0.45184|10.5193|3.1788|5.0963|1.2849|42.482|2.2177|2.3739|23.779|6.0307|1.3659|20.783|31.803|1.2631|7.5982||
2008-05-12|USD|1.0632|1.2648|1.6646|1.0016|1.0534|6.9926|16.1592|4.8256|10.1187|0.64671|0.51359|7.7989|4.6904|161.35|9279.0|78.083|104.57|1044.22|2.2329|0.45132|10.4898|3.2423|5.0762|1.3086|42.767|2.1943|2.3677|23.832|6.0206|1.3748|20.484|32.318|1.2496|7.6105||
2008-05-19|USD|1.0417|1.2463|1.6487|0.98802|1.0349|6.9586|15.9887|4.7536|9.9704|0.63723|0.50773|7.8011|4.6209|156.2|9296.0|73.147|103.66|1043.32|2.2002|0.44518|10.3844|3.2256|4.9982|1.28|43.208|2.1647|2.3272|23.64|5.9227|1.3618|19.9127|32.012|1.242|7.6341||
2008-05-26|USD|1.0424|1.25|1.6525|0.98958|1.0371|6.9419|16.0523|4.7674|9.9997|0.6391|0.50608|7.8048|4.6348|155.22|9322.0|73.369|104.58|1036.54|2.2067|0.44761|10.3557|3.2407|5.038|1.2733|43.692|2.1666|2.3373|23.625|5.953|1.3644|19.6114|32.354|1.2326|7.6803||
2008-06-02|USD|1.0447|1.2605|1.6276|1.0096|1.0397|6.9332|15.9442|4.8072|10.0842|0.6445|0.51038|7.8068|4.6721|156.3|9312.0|76.321|105.27|1022.27|2.2253|0.45227|10.3133|3.2409|5.1288|1.2871|43.867|2.1759|2.3359|23.737|6.0166|1.3645|19.5527|32.789|1.2318|7.7729||
2008-06-09|USD|1.0572|1.2605|1.6363|1.024|1.038|6.9151|15.727|4.807|10.0842|0.6445|0.51067|7.8099|4.6714|159.34|9322.0|77.591|107.12|1034.09|2.2253|0.45321|10.3907|3.2709|5.1538|1.325|44.375|2.181|2.3654|23.686|6.028|1.3728|19.534|33.161|1.2519|7.9887||
2008-06-16|USD|1.0586|1.2615|1.615|1.0193|1.0426|6.8863|15.5682|4.8108|10.092|0.64499|0.50967|7.8083|4.6738|156.86|9290.0|80.6|108.0|1029.91|2.227|0.45448|10.3133|3.2576|5.1825|1.3219|44.312|2.1779|2.3644|23.652|6.0486|1.3701|19.5666|33.298|1.2314|8.0326||
2008-06-23|USD|1.0454|1.2511|1.6039|1.0123|1.0345|6.8676|15.3982|4.771|10.0087|0.63967|0.5063|7.8056|4.6351|152.33|9240.0|82.48|107.48|1038.13|2.2087|0.44965|10.2983|3.2593|5.1002|1.3196|44.522|2.1505|2.3443|23.542|6.0194|1.3666|19.4013|33.534|1.2265|7.9819||
2008-06-30|USD|1.0407|1.2394|1.6036|1.0164|1.0194|6.8548|15.0944|4.726|9.9155|0.63371|0.50296|7.7986|4.5884|149.33|9217.0|78.593|106.13|1046.98|2.1881|0.44667|10.3534|3.2683|5.0807|1.3161|45.202|2.1222|2.3035|23.44|5.9859|1.3612|19.173|33.436|1.2405|7.8245||
2008-07-07|USD|1.0449|1.2442|1.6068|1.0163|1.0292|6.8508|14.9666|4.7453|9.9539|0.63617|0.50665|7.8017|4.6063|147.16|9181.0|76.175|107.15|1014.54|2.1966|0.44727|10.3156|3.2532|5.1108|1.3242|45.589|2.0895|2.2733|23.459|6.0046|1.3622|19.2589|33.675|1.2248|7.7227||
2008-07-14|USD|1.026|1.2318|1.5941|1.0033|1.0164|6.8231|14.6246|4.6981|9.8543|0.6298|0.50026|7.7992|4.5514|145.31|9146.0|77.736|105.66|1009.9|2.1746|0.44263|10.2675|3.2309|5.0735|1.3036|44.992|2.0376|2.2536|23.202|5.9711|1.3514|19.0899|33.47|1.2087|7.6006||
2008-07-21|USD|1.0342|1.2389|1.5798|1.0077|1.029|6.8256|14.8119|4.7267|9.9117|0.63347|0.50084|7.7987|4.5728|146.23|9139.0|79.742|107.23|1010.71|2.1873|0.44548|10.077|3.2433|5.1166|1.33|44.107|2.0436|2.2586|23.297|5.9961|1.3583|19.2316|33.398|1.1992|7.5645||
2008-07-28|USD|1.0559|1.2501|1.5678|1.0236|1.0429|6.8329|15.2522|4.7691|10.001|0.63918|0.50441|7.8026|4.6165|148.08|9111.0|80.1|107.84|1011.11|2.207|0.45005|10.0473|3.2625|5.1399|1.3593|44.157|2.0531|2.2569|23.407|6.0419|1.3666|19.4203|33.498|1.1834|7.4187||
2008-08-04|USD|1.0948|1.2688|1.5787|1.0463|1.0575|6.8551|15.5978|4.8398|10.1502|0.64872|0.5129|7.8068|4.6831|152.51|9102.0|80.1|108.78|1018.66|2.2399|0.45732|9.9639|3.2805|5.1959|1.3887|43.992|2.0991|2.2663|23.653|6.1201|1.3837|19.7009|33.606|1.1641|7.4223||
2008-08-11|USD|1.1424|1.3133|1.616|1.0653|1.0879|6.8614|16.2282|5.0089|10.5067|0.6715|0.52998|7.8096|4.8398|159.42|9179.0|81.69|109.7|1037.14|2.3186|0.47259|10.1578|3.3278|5.3691|1.4278|44.726|2.2125|2.3817|24.332|6.299|1.409|20.369|33.738|1.1826|7.8063||
2008-08-18|USD|1.149|1.3262|1.6258|1.057|1.0966|6.8539|16.5573|5.058|10.61|0.6781|0.53705|7.8097|4.8707|159.33|9166.0|82.21|109.64|1051.59|2.3414|0.47687|10.1402|3.3359|5.3924|1.4039|45.489|2.2511|2.3909|24.452|6.3548|1.4134|20.552|34.004|1.1889|7.7329||
2008-08-25|USD|1.1592|1.3279|1.6284|1.0481|1.0966|6.8385|16.6886|5.0644|10.6237|0.67898|0.54336|7.8077|4.8636|160.58|9161.0|82.59|109.34|1083.85|2.3444|0.47769|10.1654|3.3849|5.3823|1.4231|45.77|2.2619|2.4063|24.568|6.3811|1.4176|20.583|34.146|1.189|7.7488||
2008-09-01|USD|1.2004|1.3523|1.6738|1.0662|1.1081|6.8372|17.1562|5.1556|10.8184|0.69142|0.56146|7.8069|4.9374|165.31|9232.0|85.29|107.97|1128.87|2.3873|0.48668|10.4066|3.4314|5.5327|1.464|46.541|2.3344|2.4543|25.078|6.5479|1.4319|20.946|34.449|1.2088|7.8673||
2008-09-08|USD|1.2383|1.3881|1.7679|1.0674|1.1331|6.8424|17.5472|5.2922|11.1048|0.70972|0.56813|7.8001|5.0564|170.69|9361.0|90.31|107.52|1099.99|2.4505|0.4999|10.5521|3.454|5.7209|1.5065|46.872|2.4397|2.5547|25.624|6.7381|1.435|21.485|34.632|1.2411|8.0539||
2008-09-15|USD|1.2451|1.37|1.8366|1.0668|1.1132|6.84|16.8948|5.2249|10.9601|0.70048|0.55594|7.7838|4.9831|169.26|9416.0|92.35|105.52|1133.66|2.4186|0.49482|10.7299|3.4594|5.7875|1.5032|46.931|2.3463|2.553|25.476|6.7166|1.4335|21.201|34.285|1.2678|8.1468||
2008-09-22|USD|1.1954|1.3336|1.8319|1.0377|1.0867|6.8267|16.5546|5.0866|10.6686|0.68185|0.54086|7.7691|4.8522|164.1|9343.0|93.79|105.86|1150.17|2.3543|0.48289|10.7341|3.4231|5.6158|1.4561|46.381|2.2699|2.5001|25.042|6.5651|1.4198|20.654|33.908|1.241|8.1287||
2008-09-29|USD|1.2557|1.3877|1.9452|1.0573|1.1186|6.8485|17.5018|5.2935|11.1016|0.70952|0.56036|7.7683|5.0454|172.71|9446.0|108.43|105.56|1207.54|2.4498|0.50314|11.0167|3.4492|5.8868|1.4877|47.068|2.4122|2.677|25.656|6.9038|1.4377|21.508|34.039|1.2819|8.3309||
2008-10-06|USD|1.422|1.4326|2.2529|1.1151|1.1316|6.8264|18.0684|5.4613|11.461|0.73249|0.57405|7.7646|5.227|185.17|9659.0|185.61|101.27|1333.23|2.5292|0.51963|12.3484|3.4996|6.1395|1.6072|47.471|2.5393|2.8389|26.106|7.0924|1.4685|22.303|34.396|1.3797|9.0001||
2008-10-13|USD|1.4515|1.4397|2.151|1.1686|1.1318|6.8323|18.265|5.4862|11.5176|0.73611|0.57421|7.7594|5.2654|191.46|9820.0|224.51|101.22|1258.23|2.5416|0.5218|12.6682|3.5123|6.3695|1.6197|47.541|2.6054|2.7739|26.178|7.2512|1.4719|22.459|34.192|1.436|9.5416||
2008-10-20|USD|1.5047|1.5078|2.2972|1.2365|1.1566|6.8354|19.5205|5.7475|12.0628|0.77095|0.60668|7.7538|5.5595|212.72|9958.0|235.14|98.4|1383.03|2.6619|0.54696|13.5145|3.5495|6.8845|1.6888|48.457|2.8866|2.8011|26.803|7.7213|1.4941|23.512|34.496|1.6275|10.8268||
2008-10-27|USD|1.5508|1.5388|2.1755|1.2518|1.1509|6.8429|19.133|5.8619|12.3105|0.78678|0.6259|7.7517|5.6532|205.78|10824.0|239.97|96.44|1378.26|2.7166|0.55817|12.9751|3.5651|6.7614|1.7588|48.936|2.8788|2.8942|27.087|7.8151|1.4932|23.969|34.895|1.5682|10.3696||
2008-11-03|USD|1.4699|1.527|2.1579|1.1765|1.1679|6.8303|19.1661|5.8121|12.2163|0.78076|0.62841|7.7501|5.5804|204.32|10997.0|206.12|98.42|1291.03|2.6958|0.55348|12.7432|3.5337|6.7365|1.6765|48.398|2.79|2.8922|26.977|7.7683|1.4812|23.701|34.967|1.5277|9.8548||
2008-11-10|USD|1.508|1.5432|2.2466|1.2062|1.1834|6.8269|19.9937|5.8751|12.3454|0.78902|0.65619|7.75|5.6308|212.0|11512.0|160.8|97.36|1363.5|2.7243|0.55963|12.8983|3.5835|6.9173|1.741|48.903|2.9409|2.988|27.337|7.9269|1.5045|24.019|34.967|1.6042|10.1954||
2008-11-17|USD|1.5644|1.55|2.3639|1.2467|1.2079|6.83|20.305|5.9046|12.4002|0.79252|0.66782|7.7504|5.6524|213.55|12165.0|183.07|95.91|1467.74|2.7364|0.56215|13.3845|3.6118|7.0311|1.8355|49.786|3.0338|3.0284|27.463|8.075|1.5271|24.085|35.083|1.6706|10.3573||
2008-11-24|USD|1.547|1.5245|2.3328|1.2432|1.2041|6.8293|19.6913|5.8097|12.1963|0.77948|0.65738|7.7531|5.558|203.77|12405.0|212.8|95.6|1480.12|2.6914|0.55293|13.3575|3.6229|6.9925|1.8331|49.259|2.9634|2.9796|27.542|8.0481|1.5141|23.658|35.34|1.5895|10.0564||
2008-12-01|USD|1.5567|1.5469|2.4253|1.2597|1.2121|6.8833|20.315|5.8922|12.3757|0.79095|0.67586|7.7512|5.6744|207.58|12115.0|229.38|93.08|1470.58|2.731|0.56102|13.633|3.6371|7.1091|1.8797|49.226|3.0494|3.0347|28.027|8.2983|1.5283|23.916|35.645|1.5863|10.3||
2008-12-08|USD|1.5163|1.5005|2.4472|1.2508|1.2008|6.8622|19.8412|5.7157|12.0044|0.76722|0.67342|7.7506|5.514|202.62|11205.0|222.5|92.01|1400.67|2.6491|0.54416|13.4288|3.6037|7.0313|1.8353|48.277|3.0247|2.9909|27.909|8.0913|1.4991|23.156|35.294|1.572|10.1863||
2008-12-15|USD|1.4652|1.4007|2.375|1.2164|1.1181|6.8414|18.8613|5.3357|11.2058|0.71618|0.65762|7.7501|5.1627|191.16|11099.0||89.37|1329.55|2.4728|0.50754|13.2807|3.5158|6.8825|1.7443|47.142|2.9204|2.8268|27.639|7.8525|1.4584|21.621|34.605|1.5401|10.0024||
2008-12-22|USD|1.463|1.3986|2.3749|1.2106|1.0866|6.8465|18.8666|5.329|11.1889|0.7151|0.67612|7.7504|5.2038|190.33|11234.0||90.18|1328.78|2.4691|0.50467|13.2188|3.4776|7.039|1.7422|47.428|2.9263|2.8267|28.484|7.8708|1.4454|21.602|34.586|1.5205|9.6726||
2008-12-29|USD|1.4459|1.3932|2.3471|1.2231|1.0617|6.8335|19.017|5.3073|11.1459|0.71235|0.68853|7.7502|5.2302|189.69|11037.0||90.68|1318.41|2.4596|0.5041|13.696|3.4697|6.9864|1.7304|47.375|2.957|2.8748|29.413|7.7721|1.4454|21.475|34.804|1.5334|9.4627|47.817|
2009-01-05|USD|1.408|1.4421|2.2599|1.1933|1.1064|6.8343|19.458|5.4946|11.5371|0.73735|0.67037|7.7541|5.3855|198.77|10993.0||92.63|1326.4|2.5459|0.52122|13.5333|3.5178|6.9535|1.6956|46.903|2.9799|3.0394|29.703|7.858|1.4766||34.922|1.5377|9.4969|48.51|
2009-01-12|USD|1.489|1.4775|2.3298|1.2282|1.1213|6.8359|20.357|5.6294|11.8204|0.75546|0.68006|7.7573|5.5548|210.61|11169.0||89.71|1364.01|2.6084|0.53246|13.9074|3.5787|7.0925|1.812|47.357|3.1335|3.2372|31.774|8.218|1.4903||34.909|1.601|10.0504|48.736|
2009-01-19|USD|1.5256|1.5091|2.3502|1.2605|1.1478|6.8376|21.45|5.7499|12.073|0.7716|0.7187|7.7585|5.7206|220.35|11235.0||89.63|1379.52|2.6642|0.54278|13.9904|3.6082|7.0048|1.8944|47.355|3.3693|3.3333|32.994|8.3088|1.5022||34.934|1.6631|10.2022|49.01|
2009-01-26|USD|1.523|1.4964|2.3004|1.2253|1.1499|6.8381|21.127|5.7022|11.9714|0.76511|0.70651|7.7579|5.6434|220.64|11351.0||89.53|1384.4|2.6418|0.53663|14.1171|3.6088|6.7889|1.9148|46.793|3.3493|3.2552|34.063|8.0941|1.5029||34.91|1.6299|10.0301|48.738|
2009-02-02|USD|1.5553|1.5268|2.3153|1.2435|1.1646|6.839|22.042|5.8174|12.2144|0.78064|0.69398|7.7546|5.773|231.58|11725.0||89.79|1386.0|2.6954|0.54782|14.4676|3.6151|6.9359|1.9671|47.23|3.5774|3.3504|36.263|8.3198|1.5099||34.97|1.6445|10.0645|48.56|
2009-02-09|USD|1.5123|1.5145|2.2726|1.2359|1.1601|6.8334|21.926|5.7706|12.116|0.77435|0.68689|7.7521|5.762|227.4|11848.0||90.93|1396.13|2.6737|0.54583|14.3711|3.6011|6.7411|1.8922|46.992|3.5258|3.3109|35.267|8.257|1.5036||35.057|1.6349|9.863|48.588|
2009-02-16|USD|1.5554|1.5451|2.3211|1.2566|1.1744|6.8369|22.892|5.8866|12.361|0.79001|0.69956|7.7544|5.8868|239.86|12098.0||92.9|1472.75|2.7278|0.55876|14.6231|3.6494|6.9299|1.955|47.84|3.7727|3.391|35.93|8.6872|1.5272||35.422|1.6865|10.1207|49.408|
2009-02-23|USD|1.5484|1.5332|2.3794|1.2514|1.1642|6.8383|22.199|5.8404|12.2661|0.78394|0.69465|7.7541|5.8292|234.59|11993.0||96.55|1515.32|2.7068|0.55539|14.9047|3.6731|6.8774|1.9617|48.277|3.6653|3.36|35.869|8.8669|1.5329||35.84|1.6929|10.0045|50.209|
2009-03-02|USD|1.5626|1.5527|2.4015|1.2861|1.1721|6.8421|22.193|5.9152|12.4219|0.7939|0.70809|7.7575|5.8776|246.44|12072.0||98.13|1560.0|2.7412|0.56215|15.2946|3.7191|7.1196|2.0021|48.65|3.7556|3.4077|36.034|9.1735|1.5509||36.158|1.7464|10.4752|51.77|
2009-03-09|USD|1.5474|1.5323|2.3384|1.2841|1.1704|6.8398|21.221|5.8379|12.2584|0.78345|0.72275|7.7552|5.8293|237.67|12005.0||98.17|1507.3|2.7051|0.55406|15.1293|3.7009|6.966|1.9701|48.414|3.6237|3.3585|35.105|8.8671|1.5382||36.015|1.7561|10.2547|51.594|
2009-03-16|USD|1.4864|1.4742|2.2666|1.2527|1.1571|6.833|20.115|5.6176|11.7936|0.75375|0.70342|7.7516|5.6132|225.18|11928.0||97.25|1409.11|2.6025|0.53347|14.1275|3.6647|6.5878|1.8477|48.26|3.4029|3.2377|34.102|8.2759|1.5217||35.634|1.6968|9.7828|50.985|
2009-03-23|USD|1.4335|1.4496|2.2554|1.2313|1.1304|6.82|20.099|5.5213|11.5969|0.74118|0.68698|7.737|5.5335|224.07|11552.0||97.78|1363.5|2.5591|0.52588|14.2741|3.621|6.4655|1.7562|48.104|3.3941|3.1704|33.512|8.1113|1.5091||35.319|1.6646|9.479|50.514|
2009-03-30|USD|1.4316|1.4691|2.2806|1.2525|1.1405|6.8452|20.355|5.5952|11.7529|0.75115|0.69146|7.7502|5.6079|227.72|11574.0||98.78|1364.79|2.5936|0.53291|14.0301|3.63|6.6659|1.7499|48.177|3.4424|3.1683|33.72|8.1774|1.5142||35.513|1.6444|9.4092|50.627|
2009-04-06|USD|1.4066|1.469|2.2127|1.236|1.1426|6.8354|19.9474|5.5953|11.752|0.75109|0.67861|7.7506|5.5742|221.17|11350.0||100.32|1325.21|2.5934|0.53275|13.4867|3.5962|6.6251|1.723|47.837|3.35|3.1263|33.498|8.1445|1.5126||35.406|1.5895|9.1133|50.047|
2009-04-13|USD|1.3853|1.4844|2.1862|1.2107|1.1497|6.8323|20.335|5.6537|11.8751|0.75896|0.67206|7.7501|5.6002|221.52|10811.0||99.32|1329.71|2.6205|0.53831|13.1019|3.6022|6.6806|1.7359|47.634|3.2696|3.183|33.423|8.2889|1.5003||35.432|1.5982|9.0534|49.715|
2009-04-20|USD|1.4122|1.5016|2.2176|1.2341|1.1615|6.8308|20.683|5.7192|12.0127|0.76775|0.68625|7.7503|5.6917|228.82|10848.0||97.97|1344.13|2.6509|0.54454|13.2402|3.6258|6.7143|1.786|48.397|3.3983|3.2554|33.759|8.4574|1.5025||35.519|1.6398|8.9893|50.138|
2009-04-27|USD|1.3956|1.4857|2.2034|1.2078|1.1442|6.8259|20.273|5.6582|11.8859|0.75965|0.68049|7.7504|5.6418|222.33|10777.0||97.0|1327.01|2.6229|0.5388|13.8101|3.5928|6.6438|1.7691|48.59|3.4083|3.1961|33.297|8.1522|1.4902||35.381|1.6138|8.6603|50.179|
2009-05-04|USD|1.3372|1.4653|2.1221|1.1716|1.1329|6.8218|19.9348|5.5807|11.7229|0.74923|0.66488|7.7502|5.5304|211.53|10444.0||99.1|1263.26|2.5869|0.53137|13.2723|3.5233|6.4994|1.7068|47.572|3.2702|3.1116|32.759|7.9206|1.4722||35.054|1.5633|8.3815|49.436|
2009-05-11|USD|1.3186|1.4389|2.0843|1.166|1.1076|6.8236|19.7565|5.4795|11.5116|0.73573|0.65927|7.7505|5.4174|208.48|10386.0||96.34|1245.63|2.5403|0.52184|13.2504|3.5303|6.4659|1.6761|47.371|3.2588|3.0716|32.167|7.8286|1.4633||34.569|1.5659|8.5058|49.528|
2009-05-18|USD|1.2939|1.4268|2.0468|1.149|1.1056|6.8248|19.4981|5.4317|11.4142|0.7295|0.64219|7.752|5.36|203.82|10303.0||95.35|1247.97|2.5188|0.51725|13.0549|3.5282|6.4264|1.6533|47.195|3.2089|3.0415|31.646|7.659|1.4583||34.428|1.5398|8.4507|47.493|
2009-05-25|USD|1.2765|1.4015|2.022|1.1187|1.0849|6.8275|19.1609|5.3351|11.2122|0.71659|0.62627|7.7517|5.241|202.52|10298.0||95.64|1254.66|2.4742|0.50818|13.162|3.5008|6.3811|1.6071|47.168|3.1875|2.9973|31.134|7.6078|1.4495||34.396|1.5584|8.2107|47.51|
2009-06-01|USD|1.237|1.3786|1.9448|1.0945|1.0682|6.831|18.942|5.2488|11.0288|0.70487|0.61197|7.7517|5.1798|200.4|10127.0||96.02|1242.26|2.4338|0.50001|13.221|3.4866|6.2563|1.5569|47.161|3.1735|2.9598|30.724|7.5769|1.4425||34.122|1.5347|8.0391|47.072|
2009-06-08|USD|1.2448|1.399|1.945|1.1099|1.083|6.8349|19.1624|5.3263|11.1921|0.71531|0.61472|7.7514|5.2078|200.79|10077.0||98.18|1255.52|2.4698|0.50059|13.4695|3.5112|6.3649|1.5838|47.524|3.2129|3.0068|31.086|7.7224|1.4542||34.17|1.5462|8.0887|47.519|
2009-06-15|USD|1.2523|1.4085|1.959|1.1315|1.0858|6.8359|19.2006|5.3612|11.2679|0.72015|0.61192|7.7505|5.2356|202.7|10272.0||96.87|1259.57|2.4865|0.50374|13.4155|3.5318|6.4126|1.5763|48.322|3.2631|3.0437|31.214|7.8533|1.4574||34.156|1.5542|8.0768|47.886|
2009-06-22|USD|1.2543|1.399|1.9742|1.1509|1.0855|6.8344|18.6645|5.3255|11.1921|0.71531|0.60947|7.7502|5.2146|198.85|10370.0||95.72|1283.34|2.4698|0.49876|13.2795|3.5378|6.4678|1.5645|48.2|3.2348|3.0218|31.266|7.9025|1.4566||34.124|1.5559|8.078|48.443|
2009-06-29|USD|1.242|1.3901|1.941|1.1535|1.0837|6.8323|18.3794|5.2926|11.1213|0.71078|0.60708|7.7502|5.1808|193.31|10226.0||96.15|1274.31|2.4542|0.49822|13.1611|3.5241|6.3879|1.5585|48.066|3.1338|2.9888|31.16|7.6981|1.4501||34.066|1.5319|7.7944|47.909|
2009-07-06|USD|1.2708|1.4028|1.987|1.1622|1.0874|6.8327|18.6265|5.3411|11.2226|0.71726|0.61807|7.75|5.2634|197.6|10214.0||94.01|1276.36|2.4765|0.50108|13.4317|3.5594|6.5049|1.5892|48.205|3.145|3.0222|31.835|7.8792|1.4595||34.089|1.5495|8.0905|48.637|
